,Network,Name,Slat,Slon,Selv,Quake#,Mag,Qlat,Qlon,Qdep,OrgT,rhyp,Parr,Sarr
241,HL,LKR,38.64956,22.99886,185.0,391.0,3.6,37.8818,21.3419,21.0,2020/8/8T8:14:8.5,168.192896742,2020-08-08T08:14:35.197285Z,2020-08-08T08:14:45.876199Z
242,HL,LKR,38.64956,22.99886,185.0,392.0,4.4,37.7399,21.1395,20.0,2020/8/9T6:11:16.6,191.631619957,2020-08-09T06:11:47.017717Z,2020-08-09T06:11:59.184804Z
243,HL,LKR,38.64956,22.99886,185.0,438.0,3.5,37.3485,21.2517,20.0,2020/9/18T22:17:14.2,210.71639353,2020-09-18T22:17:47.647047Z,2020-09-18T22:18:01.025865Z
244,HA,LOUT,37.9879,22.9743,307.0,391.0,3.6,37.8818,21.3419,21.0,2020/8/8T8:14:8.5,143.985356093,2020-08-08T08:14:31.354818Z,2020-08-08T08:14:40.496746Z
245,HA,LOUT,37.9879,22.9743,307.0,392.0,4.4,37.7399,21.1395,20.0,2020/8/9T6:11:16.6,163.779519066,2020-08-09T06:11:42.596749Z,2020-08-09T06:11:52.995449Z
246,HA,LOUT,37.9879,22.9743,307.0,438.0,3.5,37.3485,21.2517,20.0,2020/9/18T22:17:14.2,167.728481422,2020-09-18T22:17:40.823568Z,2020-09-18T22:17:51.472996Z
247,HP,LTHK,37.7095,20.8367,35.0,95.0,4.1,37.684,21.3785,20.0,2020/3/9T22:19:31.1,47.8666294461,2020-03-09T22:19:38.697878Z,2020-03-09T22:19:41.737029Z
248,HP,LTHK,37.7095,20.8367,35.0,120.0,3.6,37.7106,21.5497,58.0,2020/4/6T2:31:24.0,62.8703451451,2020-04-06T02:31:33.979420Z,2020-04-06T02:31:37.971188Z
249,HP,LTHK,37.7095,20.8367,35.0,391.0,3.6,37.8818,21.3419,21.0,2020/8/8T8:14:8.5,48.4313881265,2020-08-08T08:14:16.187522Z,2020-08-08T08:14:19.262531Z
250,HP,LTHK,37.7095,20.8367,35.0,438.0,3.5,37.3485,21.2517,20.0,2020/9/18T22:17:14.2,54.3222797426,2020-09-18T22:17:22.822584Z,2020-09-18T22:17:26.271618Z
251,HP,LTK,38.0228,22.9673,408.0,95.0,4.1,37.684,21.3785,20.0,2020/3/9T22:19:31.1,144.79243037,2020-03-09T22:19:54.082925Z,2020-03-09T22:20:03.276096Z
252,HP,LTK,38.0228,22.9673,408.0,120.0,3.6,37.7106,21.5497,58.0,2020/4/6T2:31:24.0,129.459438388,2020-04-06T02:31:44.549117Z,2020-04-06T02:31:52.768764Z
253,HP,LTK,38.0228,22.9673,408.0,391.0,3.6,37.8818,21.3419,21.0,2020/8/8T8:14:8.5,143.7087657,2020-08-08T08:14:31.310915Z,2020-08-08T08:14:40.435281Z
254,HP,LTK,38.0228,22.9673,408.0,438.0,3.5,37.3485,21.2517,20.0,2020/9/18T22:17:14.2,168.818306776,2020-09-18T22:17:40.996557Z,2020-09-18T22:17:51.715179Z
255,HA,MAGU,38.078751,23.513386,97.0,95.0,4.1,37.684,21.3785,20.0,2020/3/9T22:19:31.1,192.852062894,2020-03-09T22:20:01.711439Z,2020-03-09T22:20:13.956014Z
256,HA,MAGU,38.078751,23.513386,97.0,120.0,3.6,37.7106,21.5497,58.0,2020/4/6T2:31:24.0,177.485778795,2020-04-06T02:31:52.172346Z,2020-04-06T02:32:03.441284Z
257,HA,MAGU,38.078751,23.513386,97.0,391.0,3.6,37.8818,21.3419,21.0,2020/8/8T8:14:8.5,192.021911776,2020-08-08T08:14:38.979669Z,2020-08-08T08:14:51.171536Z
258,HA,MAGU,38.078751,23.513386,97.0,392.0,4.4,37.7399,21.1395,20.0,2020/8/9T6:11:16.6,212.115302548,2020-08-09T06:11:50.269096Z,2020-08-09T06:12:03.736734Z
259,HA,MAKR,39.0132,22.1317,532.0,95.0,4.1,37.684,21.3785,20.0,2020/3/9T22:19:31.1,161.568501172,2020-03-09T22:19:56.745794Z,2020-03-09T22:20:07.004111Z
260,HA,MAKR,39.0132,22.1317,532.0,120.0,3.6,37.7106,21.5497,58.0,2020/4/6T2:31:24.0,153.27921802,2020-04-06T02:31:48.330035Z,2020-04-06T02:31:58.062048Z
261,HL,MHLO,36.68984,24.40171,175.0,95.0,4.1,37.684,21.3785,20.0,2020/3/9T22:19:31.1,290.211725598,2020-03-09T22:20:17.165353Z,2020-03-09T22:20:35.591495Z
262,HL,MHLO,36.68984,24.40171,175.0,120.0,3.6,37.7106,21.5497,58.0,2020/4/6T2:31:24.0,277.365940276,2020-04-06T02:32:08.026340Z,2020-04-06T02:32:25.636876Z
263,HL,MHLO,36.68984,24.40171,175.0,391.0,3.6,37.8818,21.3419,21.0,2020/8/8T8:14:8.5,301.843460881,2020-08-08T08:14:56.411660Z,2020-08-08T08:15:15.576325Z
264,HL,MHLO,36.68984,24.40171,175.0,392.0,4.4,37.7399,21.1395,20.0,2020/8/9T6:11:16.6,312.103793404,2020-08-09T06:12:06.140285Z,2020-08-09T06:12:25.956399Z
265,HL,MHLO,36.68984,24.40171,175.0,438.0,3.5,37.3485,21.2517,20.0,2020/9/18T22:17:14.2,289.674674466,2020-09-18T22:18:00.180107Z,2020-09-18T22:18:18.572150Z
266,HL,NEO,39.30567,23.22189,148.0,95.0,4.1,37.684,21.3785,20.0,2020/3/9T22:19:31.1,241.373450211,2020-03-09T22:20:09.413246Z,2020-03-09T22:20:24.738544Z
267,HL,NEO,39.30567,23.22189,148.0,120.0,3.6,37.7106,21.5497,58.0,2020/4/6T2:31:24.0,229.390092676,2020-04-06T02:32:00.411126Z,2020-04-06T02:32:14.975576Z
268,HL,NEO,39.30567,23.22189,148.0,391.0,3.6,37.8818,21.3419,21.0,2020/8/8T8:14:8.5,227.603634945,2020-08-08T08:14:44.627561Z,2020-08-08T08:14:59.078586Z
269,HL,NEO,39.30567,23.22189,148.0,392.0,4.4,37.7399,21.1395,20.0,2020/8/9T6:11:16.6,251.35560238,2020-08-09T06:11:56.497715Z,2020-08-09T06:12:12.456801Z
270,HL,NEO,39.30567,23.22189,148.0,438.0,3.5,37.3485,21.2517,20.0,2020/9/18T22:17:14.2,277.249727887,2020-09-18T22:17:58.207893Z,2020-09-18T22:18:15.811051Z
271,HT,NEST,40.4147,21.0489,1056.0,95.0,4.1,37.684,21.3785,20.0,2020/3/9T22:19:31.1,304.493557707,2020-03-09T22:20:19.432311Z,2020-03-09T22:20:38.765235Z
272,HT,NEST,40.4147,21.0489,1056.0,120.0,3.6,37.7106,21.5497,58.0,2020/4/6T2:31:24.0,303.31361312,2020-04-06T02:32:12.145018Z,2020-04-06T02:32:31.403025Z
273,HL,NPS,35.26134,25.61037,288.0,95.0,4.1,37.684,21.3785,20.0,2020/3/9T22:19:31.1,464.80148554,2020-03-09T22:20:44.878014Z,2020-03-09T22:21:14.389219Z
274,HL,NPS,35.26134,25.61037,288.0,120.0,3.6,37.7106,21.5497,58.0,2020/4/6T2:31:24.0,454.08695457,2020-04-06T02:32:36.077294Z,2020-04-06T02:33:04.908212Z
275,HL,NPS,35.26134,25.61037,288.0,391.0,3.6,37.8818,21.3419,21.0,2020/8/8T8:14:8.5,480.043514596,2020-08-08T08:15:24.697383Z,2020-08-08T08:15:55.176337Z
276,HL,NPS,35.26134,25.61037,288.0,392.0,4.4,37.7399,21.1395,20.0,2020/8/9T6:11:16.6,485.788963039,2020-08-09T06:12:33.709359Z,2020-08-09T06:13:04.553103Z
277,HL,NPS,35.26134,25.61037,288.0,438.0,3.5,37.3485,21.2517,20.0,2020/9/18T22:17:14.2,454.776574879,2020-09-18T22:18:26.386758Z,2020-09-18T22:18:55.261461Z
278,HL,NVR,41.34846,23.86517,627.0,95.0,4.1,37.684,21.3785,20.0,2020/3/9T22:19:31.1,459.567063763,2020-03-09T22:20:44.047153Z,2020-03-09T22:21:13.226014Z
279,HL,NVR,41.34846,23.86517,627.0,120.0,3.6,37.7106,21.5497,58.0,2020/4/6T2:31:24.0,450.245837875,2020-04-06T02:32:35.467593Z,2020-04-06T02:33:04.054631Z
280,HL,NVR,41.34846,23.86517,627.0,391.0,3.6,37.8818,21.3419,21.0,2020/8/8T8:14:8.5,441.63966127,2020-08-08T08:15:18.601534Z,2020-08-08T08:15:46.642147Z
281,HL,NVR,41.34846,23.86517,627.0,392.0,4.4,37.7399,21.1395,20.0,2020/8/9T6:11:16.6,464.059088946,2020-08-09T06:12:30.260173Z,2020-08-09T06:12:59.724242Z
282,HL,NVR,41.34846,23.86517,627.0,438.0,3.5,37.3485,21.2517,20.0,2020/9/18T22:17:14.2,497.892620234,2020-09-18T22:18:33.230575Z,2020-09-18T22:19:04.842804Z
283,HT,NYDR,38.7135,20.6983,14.0,95.0,4.1,37.684,21.3785,20.0,2020/3/9T22:19:31.1,128.873780015,2020-03-09T22:19:51.556156Z,2020-03-09T22:19:59.738618Z
284,HT,NYDR,38.7135,20.6983,14.0,120.0,3.6,37.7106,21.5497,58.0,2020/4/6T2:31:24.0,133.985572209,2020-04-06T02:31:45.267551Z,2020-04-06T02:31:53.774572Z
285,HT,NYDR,38.7135,20.6983,14.0,391.0,3.6,37.8818,21.3419,21.0,2020/8/8T8:14:8.5,108.13212173,2020-08-08T08:14:25.663829Z,2020-08-08T08:14:32.529360Z
286,HT,NYDR,38.7135,20.6983,14.0,392.0,4.4,37.7399,21.1395,20.0,2020/8/9T6:11:16.6,114.76730998,2020-08-09T06:11:34.817033Z,2020-08-09T06:11:42.103847Z
287,HT,NYDR,38.7135,20.6983,14.0,438.0,3.5,37.3485,21.2517,20.0,2020/9/18T22:17:14.2,159.109597839,2020-09-18T22:17:39.455492Z,2020-09-18T22:17:49.557688Z
288,HL,ORTH,37.851123,20.696265,450.0,95.0,4.1,37.684,21.3785,20.0,2020/3/9T22:19:31.1,62.909537034,2020-03-09T22:19:41.085641Z,2020-03-09T22:19:45.079897Z
289,HL,ORTH,37.851123,20.696265,450.0,120.0,3.6,37.7106,21.5497,58.0,2020/4/6T2:31:24.0,76.7839836288,2020-04-06T02:31:36.187934Z,2020-04-06T02:31:41.063107Z
290,HL,ORTH,37.851123,20.696265,450.0,391.0,3.6,37.8818,21.3419,21.0,2020/8/8T8:14:8.5,56.9141684976,2020-08-08T08:14:17.533995Z,2020-08-08T08:14:21.147593Z
291,HL,ORTH,37.851123,20.696265,450.0,392.0,4.4,37.7399,21.1395,20.0,2020/8/9T6:11:16.6,40.9463161736,2020-08-09T06:11:23.099415Z,2020-08-09T06:11:25.699181Z
292,HT,OUR,40.3325,23.9791,117.0,95.0,4.1,37.684,21.3785,20.0,2020/3/9T22:19:31.1,370.351187413,2020-03-09T22:20:29.885903Z,2020-03-09T22:20:53.400264Z
293,HT,OUR,40.3325,23.9791,117.0,120.0,3.6,37.7106,21.5497,58.0,2020/4/6T2:31:24.0,359.110204984,2020-04-06T02:32:21.001620Z,2020-04-06T02:32:43.802268Z
294,HT,OUR,40.3325,23.9791,117.0,391.0,3.6,37.8818,21.3419,21.0,2020/8/8T8:14:8.5,355.003652234,2020-08-08T08:15:04.849786Z,2020-08-08T08:15:27.389700Z
295,HT,OUR,40.3325,23.9791,117.0,392.0,4.4,37.7399,21.1395,20.0,2020/8/9T6:11:16.6,378.486126918,2020-08-09T06:12:16.677163Z,2020-08-09T06:12:40.708028Z
296,HT,OUR,40.3325,23.9791,117.0,438.0,3.5,37.3485,21.2517,20.0,2020/9/18T22:17:14.2,407.141368159,2020-09-18T22:18:18.825614Z,2020-09-18T22:18:44.675860Z
297,HT,PAIG,39.9363,23.6768,217.0,95.0,4.1,37.684,21.3785,20.0,2020/3/9T22:19:31.1,319.919983989,2020-03-09T22:20:21.880950Z,2020-03-09T22:20:42.193330Z
298,HT,PAIG,39.9363,23.6768,217.0,120.0,3.6,37.7106,21.5497,58.0,2020/4/6T2:31:24.0,308.473318072,2020-04-06T02:32:12.964019Z,2020-04-06T02:32:32.549626Z
299,HT,PAIG,39.9363,23.6768,217.0,391.0,3.6,37.8818,21.3419,21.0,2020/8/8T8:14:8.5,304.99136162,2020-08-08T08:14:56.911327Z,2020-08-08T08:15:16.275858Z
300,HT,PAIG,39.9363,23.6768,217.0,392.0,4.4,37.7399,21.1395,20.0,2020/8/9T6:11:16.6,328.576029478,2020-08-09T06:12:08.754925Z,2020-08-09T06:12:29.616895Z
301,HT,PAIG,39.9363,23.6768,217.0,438.0,3.5,37.3485,21.2517,20.0,2020/9/18T22:17:14.2,356.475429271,2020-09-18T22:18:10.783401Z,2020-09-18T22:18:33.416762Z
302,HP,PDO,38.5986,21.1833,227.0,391.0,3.6,37.8818,21.3419,21.0,2020/8/8T8:14:8.5,80.7682686107,2020-08-08T08:14:21.320360Z,2020-08-08T08:14:26.448504Z
303,HP,PDO,38.5986,21.1833,227.0,438.0,3.5,37.3485,21.2517,20.0,2020/9/18T22:17:14.2,138.886380129,2020-09-18T22:17:36.245457Z,2020-09-18T22:17:45.063640Z
304,HL,PENT,40.19588,21.13842,1096.0,95.0,4.1,37.684,21.3785,20.0,2020/3/9T22:19:31.1,279.632417758,2020-03-09T22:20:15.486098Z,2020-03-09T22:20:33.240537Z
305,HL,PENT,40.19588,21.13842,1096.0,120.0,3.6,37.7106,21.5497,58.0,2020/4/6T2:31:24.0,278.197582888,2020-04-06T02:32:08.158346Z,2020-04-06T02:32:25.821685Z
306,HL,PENT,40.19588,21.13842,1096.0,391.0,3.6,37.8818,21.3419,21.0,2020/8/8T8:14:8.5,257.506016689,2020-08-08T08:14:49.373971Z,2020-08-08T08:15:05.723559Z
307,HL,PENT,40.19588,21.13842,1096.0,392.0,4.4,37.7399,21.1395,20.0,2020/8/9T6:11:16.6,272.65268786,2020-08-09T06:11:59.878204Z,2020-08-09T06:12:17.189486Z
308,HL,PENT,40.19588,21.13842,1096.0,438.0,3.5,37.3485,21.2517,20.0,2020/9/18T22:17:14.2,316.246178459,2020-09-18T22:18:04.397806Z,2020-09-18T22:18:24.476929Z
309,HP,PLEV,38.4124,21.4073,168.0,120.0,3.6,37.7106,21.5497,58.0,2020/4/6T2:31:24.0,78.8944802628,2020-04-06T02:31:36.522933Z,2020-04-06T02:31:41.532107Z
310,HP,PLEV,38.4124,21.4073,168.0,391.0,3.6,37.8818,21.3419,21.0,2020/8/8T8:14:8.5,59.1748507647,2020-08-08T08:14:17.892833Z,2020-08-08T08:14:21.649967Z
311,HP,PLEV,38.4124,21.4073,168.0,392.0,4.4,37.7399,21.1395,20.0,2020/8/9T6:11:16.6,78.2571109137,2020-08-09T06:11:29.021764Z,2020-08-09T06:11:33.990469Z
312,HP,PLEV,38.4124,21.4073,168.0,438.0,3.5,37.3485,21.2517,20.0,2020/9/18T22:17:14.2,118.87761515,2020-09-18T22:17:33.069463Z,2020-09-18T22:17:40.617248Z
313,HL,PLG,40.37328,23.44443,566.0,95.0,4.1,37.684,21.3785,20.0,2020/3/9T22:19:31.1,348.019938988,2020-03-09T22:20:26.341260Z,2020-03-09T22:20:48.437764Z
314,HL,PLG,40.37328,23.44443,566.0,120.0,3.6,37.7106,21.5497,58.0,2020/4/6T2:31:24.0,338.042834967,2020-04-06T02:32:17.657593Z,2020-04-06T02:32:39.120630Z
315,HL,PLG,40.37328,23.44443,566.0,391.0,3.6,37.8818,21.3419,21.0,2020/8/8T8:14:8.5,330.974560675,2020-08-08T08:15:01.035645Z,2020-08-08T08:15:22.049902Z
316,HL,PLG,40.37328,23.44443,566.0,392.0,4.4,37.7399,21.1395,20.0,2020/8/9T6:11:16.6,353.905238444,2020-08-09T06:12:12.775435Z,2020-08-09T06:12:35.245609Z
317,HL,PLG,40.37328,23.44443,566.0,438.0,3.5,37.3485,21.2517,20.0,2020/9/18T22:17:14.2,385.940383776,2020-09-18T22:18:15.460378Z,2020-09-18T22:18:39.964530Z
318,HL,PRK,39.24565,26.26499,130.0,95.0,4.1,37.684,21.3785,20.0,2020/3/9T22:19:31.1,460.273269929,2020-03-09T22:20:44.159249Z,2020-03-09T22:21:13.382949Z
319,HL,PRK,39.24565,26.26499,130.0,120.0,3.6,37.7106,21.5497,58.0,2020/4/6T2:31:24.0,445.266665983,2020-04-06T02:32:34.677249Z,2020-04-06T02:33:02.948148Z
320,HL,PRK,39.24565,26.26499,130.0,391.0,3.6,37.8818,21.3419,21.0,2020/8/8T8:14:8.5,454.926474943,2020-08-08T08:15:20.710552Z,2020-08-08T08:15:49.594772Z
321,HL,PRK,39.24565,26.26499,130.0,392.0,4.4,37.7399,21.1395,20.0,2020/8/9T6:11:16.6,477.285012521,2020-08-09T06:12:32.359526Z,2020-08-09T06:13:02.663336Z
322,HL,PRK,39.24565,26.26499,130.0,438.0,3.5,37.3485,21.2517,20.0,2020/9/18T22:17:14.2,486.388046693,2020-09-18T22:18:31.404452Z,2020-09-18T22:19:02.286233Z
323,HP,PRMD,39.5299,21.0965,832.0,95.0,4.1,37.684,21.3785,20.0,2020/3/9T22:19:31.1,206.378070443,2020-03-09T22:20:03.858424Z,2020-03-09T22:20:16.961793Z
324,HP,PRMD,39.5299,21.0965,832.0,120.0,3.6,37.7106,21.5497,58.0,2020/4/6T2:31:24.0,205.778772421,2020-04-06T02:31:56.663297Z,2020-04-06T02:32:09.728616Z
325,HP,PRMD,39.5299,21.0965,832.0,391.0,3.6,37.8818,21.3419,21.0,2020/8/8T8:14:8.5,184.198155249,2020-08-08T08:14:37.737802Z,2020-08-08T08:14:49.432923Z
326,HP,PRMD,39.5299,21.0965,832.0,392.0,4.4,37.7399,21.1395,20.0,2020/8/9T6:11:16.6,198.742382626,2020-08-09T06:11:48.146410Z,2020-08-09T06:12:00.764974Z
327,HP,PRMD,39.5299,21.0965,832.0,438.0,3.5,37.3485,21.2517,20.0,2020/9/18T22:17:14.2,242.526125737,2020-09-18T22:17:52.696210Z,2020-09-18T22:18:08.094695Z
328,HL,PTL,38.0473,23.8638,500.0,95.0,4.1,37.684,21.3785,20.0,2020/3/9T22:19:31.1,222.367524505,2020-03-09T22:20:06.396432Z,2020-03-09T22:20:20.515005Z
329,HL,PTL,38.0473,23.8638,500.0,120.0,3.6,37.7106,21.5497,58.0,2020/4/6T2:31:24.0,206.983235007,2020-04-06T02:31:56.854482Z,2020-04-06T02:32:09.996274Z
330,HL,PTL,38.0473,23.8638,500.0,391.0,3.6,37.8818,21.3419,21.0,2020/8/8T8:14:8.5,222.364966554,2020-08-08T08:14:43.796026Z,2020-08-08T08:14:57.914437Z
331,HL,PTL,38.0473,23.8638,500.0,392.0,4.4,37.7399,21.1395,20.0,2020/8/9T6:11:16.6,242.035508693,2020-08-09T06:11:55.018335Z,2020-08-09T06:12:10.385669Z
332,HL,PTL,38.0473,23.8638,500.0,438.0,3.5,37.3485,21.2517,20.0,2020/9/18T22:17:14.2,243.061103061,2020-09-18T22:17:52.781127Z,2020-09-18T22:18:08.213578Z
333,HP,PVO,38.616,21.525,184.0,95.0,4.1,37.684,21.3785,20.0,2020/3/9T22:19:31.1,104.24544803,2020-03-09T22:19:47.646897Z,2020-03-09T22:19:54.265655Z
334,HP,PVO,38.616,21.525,184.0,120.0,3.6,37.7106,21.5497,58.0,2020/4/6T2:31:24.0,100.522614224,2020-04-06T02:31:39.955971Z,2020-04-06T02:31:46.338359Z
335,HP,PVO,38.616,21.525,184.0,391.0,3.6,37.8818,21.3419,21.0,2020/8/8T8:14:8.5,83.0583531386,2020-08-08T08:14:21.683866Z,2020-08-08T08:14:26.957412Z
336,HP,PVO,38.616,21.525,184.0,438.0,3.5,37.3485,21.2517,20.0,2020/9/18T22:17:14.2,142.721690634,2020-09-18T22:17:36.854237Z,2020-09-18T22:17:45.915931Z
337,HP,PYL,36.8955,21.742,226.0,120.0,3.6,37.7106,21.5497,58.0,2020/4/6T2:31:24.0,92.0553896523,2020-04-06T02:31:38.611967Z,2020-04-06T02:31:44.456753Z
338,HP,PYL,36.8955,21.742,226.0,391.0,3.6,37.8818,21.3419,21.0,2020/8/8T8:14:8.5,115.055772826,2020-08-08T08:14:26.762821Z,2020-08-08T08:14:34.067950Z
339,HP,PYL,36.8955,21.742,226.0,438.0,3.5,37.3485,21.2517,20.0,2020/9/18T22:17:14.2,66.5286894847,2020-09-18T22:17:24.760109Z,2020-09-18T22:17:28.984153Z
340,HL,RDO,41.14503,25.53553,116.0,95.0,4.1,37.684,21.3785,20.0,2020/3/9T22:19:31.1,525.0467732,2020-03-09T22:20:54.440758Z,2020-03-09T22:21:27.777061Z
341,HL,RDO,41.14503,25.53553,116.0,120.0,3.6,37.7106,21.5497,58.0,2020/4/6T2:31:24.0,512.879022458,2020-04-06T02:32:45.409369Z,2020-04-06T02:33:17.973116Z
342,HL,RDO,41.14503,25.53553,116.0,391.0,3.6,37.8818,21.3419,21.0,2020/8/8T8:14:8.5,511.069683126,2020-08-08T08:15:29.622172Z,2020-08-08T08:16:02.071041Z
343,HL,RDO,41.14503,25.53553,116.0,392.0,4.4,37.7399,21.1395,20.0,2020/8/9T6:11:16.6,534.766317317,2020-08-09T06:12:41.483542Z,2020-08-09T06:13:15.436959Z
344,HL,RDO,41.14503,25.53553,116.0,438.0,3.5,37.3485,21.2517,20.0,2020/9/18T22:17:14.2,560.563741486,2020-09-18T22:18:43.178372Z,2020-09-18T22:19:18.769720Z
345,HL,RLS,38.05586,21.46475,97.0,95.0,4.1,37.684,21.3785,20.0,2020/3/9T22:19:31.1,41.9662624925,2020-03-09T22:19:37.761312Z,2020-03-09T22:19:40.425836Z
346,HL,RLS,38.05586,21.46475,97.0,120.0,3.6,37.7106,21.5497,58.0,2020/4/6T2:31:24.0,39.0440596892,2020-04-06T02:31:30.197470Z,2020-04-06T02:31:32.676458Z
347,HL,RLS,38.05586,21.46475,97.0,391.0,3.6,37.8818,21.3419,21.0,2020/8/8T8:14:8.5,22.1314536586,2020-08-08T08:14:12.012929Z,2020-08-08T08:14:13.418101Z
348,HL,RLS,38.05586,21.46475,97.0,392.0,4.4,37.7399,21.1395,20.0,2020/8/9T6:11:16.6,45.2577652597,2020-08-09T06:11:23.783772Z,2020-08-09T06:11:26.657281Z
349,HL,RLS,38.05586,21.46475,97.0,438.0,3.5,37.3485,21.2517,20.0,2020/9/18T22:17:14.2,80.7272674448,2020-09-18T22:17:27.013852Z,2020-09-18T22:17:32.139393Z
350,HT,RTZL,38.076,20.7715,103.0,95.0,4.1,37.684,21.3785,20.0,2020/3/9T22:19:31.1,68.8821002232,2020-03-09T22:19:42.033667Z,2020-03-09T22:19:46.407133Z
351,HT,RTZL,38.076,20.7715,103.0,120.0,3.6,37.7106,21.5497,58.0,2020/4/6T2:31:24.0,79.563030388,2020-04-06T02:31:36.629052Z,2020-04-06T02:31:41.680673Z
352,HT,RTZL,38.076,20.7715,103.0,391.0,3.6,37.8818,21.3419,21.0,2020/8/8T8:14:8.5,54.5531788245,2020-08-08T08:14:17.159235Z,2020-08-08T08:14:20.622929Z
353,HT,RTZL,38.076,20.7715,103.0,392.0,4.4,37.7399,21.1395,20.0,2020/8/9T6:11:16.6,49.3866147211,2020-08-09T06:11:24.439145Z,2020-08-09T06:11:27.574803Z
354,HL,SAP3,36.43561,25.34539,205.0,95.0,4.1,37.684,21.3785,20.0,2020/3/9T22:19:31.1,379.008165827,2020-03-09T22:20:31.260026Z,2020-03-09T22:20:55.324037Z
355,HL,SAP3,36.43561,25.34539,205.0,391.0,3.6,37.8818,21.3419,21.0,2020/8/8T8:14:8.5,390.109200002,2020-08-08T08:15:10.422095Z,2020-08-08T08:15:35.190933Z
356,HL,SAP3,36.43561,25.34539,205.0,392.0,4.4,37.7399,21.1395,20.0,2020/8/9T6:11:16.6,400.93168383,2020-08-09T06:12:20.239950Z,2020-08-09T06:12:45.695930Z
357,HL,SAP3,36.43561,25.34539,205.0,438.0,3.5,37.3485,21.2517,20.0,2020/9/18T22:17:14.2,378.666008504,2020-09-18T22:18:14.305716Z,2020-09-18T22:18:38.348002Z
358,HP,SERG,38.4133,22.0566,480.0,95.0,4.1,37.684,21.3785,20.0,2020/3/9T22:19:31.1,100.477240479,2020-03-09T22:19:47.048768Z,2020-03-09T22:19:53.428276Z
359,HP,SERG,38.4133,22.0566,480.0,120.0,3.6,37.7106,21.5497,58.0,2020/4/6T2:31:24.0,89.7931338855,2020-04-06T02:31:38.252878Z,2020-04-06T02:31:43.954030Z
360,HP,SERG,38.4133,22.0566,480.0,391.0,3.6,37.8818,21.3419,21.0,2020/8/8T8:14:8.5,86.0549192989,2020-08-08T08:14:22.159511Z,2020-08-08T08:14:27.623315Z
