,Network,Name,Slat,Slon,Selv,Quake#,Mag,Qlat,Qlon,Qdep,OrgT,rhyp,Parr,Sarr
361,HP,SERG,38.4133,22.0566,480.0,438.0,3.5,37.3485,21.2517,20.0,2020/9/18T22:17:14.2,137.775286419,2020-09-18T22:17:36.069093Z,2020-09-18T22:17:44.816730Z
362,HT,SIGR,39.2114,25.8553,90.0,95.0,4.1,37.684,21.3785,20.0,2020/3/9T22:19:31.1,425.934116148,2020-03-09T22:20:38.708590Z,2020-03-09T22:21:05.752026Z
363,HT,SIGR,39.2114,25.8553,90.0,120.0,3.6,37.7106,21.5497,58.0,2020/4/6T2:31:24.0,411.004699203,2020-04-06T02:32:29.238841Z,2020-04-06T02:32:55.334378Z
364,HL,SIVA,35.01777,24.81204,96.0,391.0,3.6,37.8818,21.3419,21.0,2020/8/8T8:14:8.5,444.659193314,2020-08-08T08:15:19.080824Z,2020-08-08T08:15:47.313154Z
365,HL,SIVA,35.01777,24.81204,96.0,392.0,4.4,37.7399,21.1395,20.0,2020/8/9T6:11:16.6,446.958337001,2020-08-09T06:12:27.545768Z,2020-08-09T06:12:55.924075Z
366,HL,SIVA,35.01777,24.81204,96.0,438.0,3.5,37.3485,21.2517,20.0,2020/9/18T22:17:14.2,411.594843519,2020-09-18T22:18:19.532515Z,2020-09-18T22:18:45.665521Z
367,HL,SKY,38.8831,24.5482,268.0,95.0,4.1,37.684,21.3785,20.0,2020/3/9T22:19:31.1,307.589147734,2020-03-09T22:20:19.923674Z,2020-03-09T22:20:39.453144Z
368,HL,SKY,38.8831,24.5482,268.0,120.0,3.6,37.7106,21.5497,58.0,2020/4/6T2:31:24.0,292.792974554,2020-04-06T02:32:10.475075Z,2020-04-06T02:32:29.065105Z
369,HL,SKY,38.8831,24.5482,268.0,391.0,3.6,37.8818,21.3419,21.0,2020/8/8T8:14:8.5,301.369261849,2020-08-08T08:14:56.336391Z,2020-08-08T08:15:15.470947Z
370,HL,SKY,38.8831,24.5482,268.0,392.0,4.4,37.7399,21.1395,20.0,2020/8/9T6:11:16.6,323.978901265,2020-08-09T06:12:08.025222Z,2020-08-09T06:12:28.595311Z
371,HL,SMG,37.70425,26.83772,348.0,95.0,4.1,37.684,21.3785,20.0,2020/3/9T22:19:31.1,481.418718633,2020-03-09T22:20:47.515670Z,2020-03-09T22:21:18.081937Z
372,HL,SMG,37.70425,26.83772,348.0,120.0,3.6,37.7106,21.5497,58.0,2020/4/6T2:31:24.0,466.237758653,2020-04-06T02:32:38.005993Z,2020-04-06T02:33:07.608391Z
373,HL,SMTH,40.47094,25.53045,365.0,95.0,4.1,37.684,21.3785,20.0,2020/3/9T22:19:31.1,474.033718191,2020-03-09T22:20:46.343447Z,2020-03-09T22:21:16.440826Z
374,HL,SMTH,40.47094,25.53045,365.0,120.0,3.6,37.7106,21.5497,58.0,2020/4/6T2:31:24.0,460.902185037,2020-04-06T02:32:37.159077Z,2020-04-06T02:33:06.422708Z
375,HL,SMTH,40.47094,25.53045,365.0,391.0,3.6,37.8818,21.3419,21.0,2020/8/8T8:14:8.5,462.095053928,2020-08-08T08:15:21.848421Z,2020-08-08T08:15:51.187790Z
376,HL,SMTH,40.47094,25.53045,365.0,392.0,4.4,37.7399,21.1395,20.0,2020/8/9T6:11:16.6,485.870495607,2020-08-09T06:12:33.722301Z,2020-08-09T06:13:04.571221Z
377,HL,SMTH,40.47094,25.53045,365.0,438.0,3.5,37.3485,21.2517,20.0,2020/9/18T22:17:14.2,507.702314195,2020-09-18T22:18:34.787669Z,2020-09-18T22:19:07.022736Z
378,HA,SNT5,36.4037,25.3953,124.0,95.0,4.1,37.684,21.3785,20.0,2020/3/9T22:19:31.1,384.505492635,2020-03-09T22:20:32.132618Z,2020-03-09T22:20:56.545665Z
379,HA,SNT5,36.4037,25.3953,124.0,120.0,3.6,37.7106,21.5497,58.0,2020/4/6T2:31:24.0,371.486829917,2020-04-06T02:32:22.966163Z,2020-04-06T02:32:46.552629Z
380,HA,SNT5,36.4037,25.3953,124.0,391.0,3.6,37.8818,21.3419,21.0,2020/8/8T8:14:8.5,395.675811031,2020-08-08T08:15:11.305684Z,2020-08-08T08:15:36.427958Z
381,HA,SNT5,36.4037,25.3953,124.0,392.0,4.4,37.7399,21.1395,20.0,2020/8/9T6:11:16.6,406.423335156,2020-08-09T06:12:21.111641Z,2020-08-09T06:12:46.916297Z
382,HA,SNT5,36.4037,25.3953,124.0,438.0,3.5,37.3485,21.2517,20.0,2020/9/18T22:17:14.2,383.978529948,2020-09-18T22:18:15.148973Z,2020-09-18T22:18:39.528562Z
383,HT,SOH,40.8217,23.3539,670.0,95.0,4.1,37.684,21.3785,20.0,2020/3/9T22:19:31.1,387.812135502,2020-03-09T22:20:32.657482Z,2020-03-09T22:20:57.280475Z
384,HT,SOH,40.8217,23.3539,670.0,120.0,3.6,37.7106,21.5497,58.0,2020/4/6T2:31:24.0,378.845820045,2020-04-06T02:32:24.134257Z,2020-04-06T02:32:48.187960Z
385,HT,SOH,40.8217,23.3539,670.0,391.0,3.6,37.8818,21.3419,21.0,2020/8/8T8:14:8.5,369.579688535,2020-08-08T08:15:07.163443Z,2020-08-08T08:15:30.628820Z
386,HT,SOH,40.8217,23.3539,670.0,392.0,4.4,37.7399,21.1395,20.0,2020/8/9T6:11:16.6,391.842625106,2020-08-09T06:12:18.797242Z,2020-08-09T06:12:43.676139Z
387,HT,SOH,40.8217,23.3539,670.0,438.0,3.5,37.3485,21.2517,20.0,2020/9/18T22:17:14.2,426.295190803,2020-09-18T22:18:21.865903Z,2020-09-18T22:18:48.932265Z
388,HT,SRS,41.10866,23.595,314.0,95.0,4.1,37.684,21.3785,20.0,2020/3/9T22:19:31.1,425.423148328,2020-03-09T22:20:38.627484Z,2020-03-09T22:21:05.638477Z
389,HT,SRS,41.10866,23.595,314.0,120.0,3.6,37.7106,21.5497,58.0,2020/4/6T2:31:24.0,416.327474305,2020-04-06T02:32:30.083726Z,2020-04-06T02:32:56.517217Z
390,HT,SRS,41.10866,23.595,314.0,391.0,3.6,37.8818,21.3419,21.0,2020/8/8T8:14:8.5,407.286219624,2020-08-08T08:15:13.148606Z,2020-08-08T08:15:39.008049Z
391,HT,SRS,41.10866,23.595,314.0,392.0,4.4,37.7399,21.1395,20.0,2020/8/9T6:11:16.6,429.590553481,2020-08-09T06:12:24.788977Z,2020-08-09T06:12:52.064567Z
392,HT,SRS,41.10866,23.595,314.0,438.0,3.5,37.3485,21.2517,20.0,2020/9/18T22:17:14.2,463.854139869,2020-09-18T22:18:27.827641Z,2020-09-18T22:18:57.278698Z
393,HA,STFN,38.176616,23.544045,589.0,95.0,4.1,37.684,21.3785,20.0,2020/3/9T22:19:31.1,198.07635791,2020-03-09T22:20:02.540692Z,2020-03-09T22:20:15.116968Z
394,HA,STFN,38.176616,23.544045,589.0,120.0,3.6,37.7106,21.5497,58.0,2020/4/6T2:31:24.0,182.770888401,2020-04-06T02:31:53.011252Z,2020-04-06T02:32:04.615753Z
395,HA,STFN,38.176616,23.544045,589.0,391.0,3.6,37.8818,21.3419,21.0,2020/8/8T8:14:8.5,196.088696042,2020-08-08T08:14:39.625190Z,2020-08-08T08:14:52.075266Z
396,HA,STFN,38.176616,23.544045,589.0,392.0,4.4,37.7399,21.1395,20.0,2020/8/9T6:11:16.6,216.798850737,2020-08-09T06:11:51.012516Z,2020-08-09T06:12:04.777522Z
397,HA,STFN,38.176616,23.544045,589.0,438.0,3.5,37.3485,21.2517,20.0,2020/9/18T22:17:14.2,221.910849552,2020-09-18T22:17:49.423944Z,2020-09-18T22:18:03.513522Z
398,HC,STIA,35.2021,26.0909,93.0,120.0,3.6,37.7106,21.5497,58.0,2020/4/6T2:31:24.0,493.050220171,2020-04-06T02:32:42.261940Z,2020-04-06T02:33:13.566716Z
399,HC,STIA,35.2021,26.0909,93.0,391.0,3.6,37.8818,21.3419,21.0,2020/8/8T8:14:8.5,518.776506577,2020-08-08T08:15:30.845477Z,2020-08-08T08:16:03.783668Z
400,HC,STIA,35.2021,26.0909,93.0,392.0,4.4,37.7399,21.1395,20.0,2020/8/9T6:11:16.6,525.458890706,2020-08-09T06:12:40.006173Z,2020-08-09T06:13:13.368642Z
401,HC,STIA,35.2021,26.0909,93.0,438.0,3.5,37.3485,21.2517,20.0,2020/9/18T22:17:14.2,495.66033077,2020-09-18T22:18:32.876243Z,2020-09-18T22:19:04.346740Z
402,HL,TETR,39.3445,21.274667,942.0,95.0,4.1,37.684,21.3785,20.0,2020/3/9T22:19:31.1,184.550658193,2020-03-09T22:20:00.393755Z,2020-03-09T22:20:12.111257Z
403,HL,TETR,39.3445,21.274667,942.0,120.0,3.6,37.7106,21.5497,58.0,2020/4/6T2:31:24.0,182.954673509,2020-04-06T02:31:53.040424Z,2020-04-06T02:32:04.656594Z
404,HL,TETR,39.3445,21.274667,942.0,391.0,3.6,37.8818,21.3419,21.0,2020/8/8T8:14:8.5,162.479976341,2020-08-08T08:14:34.290472Z,2020-08-08T08:14:44.606661Z
405,HL,TETR,39.3445,21.274667,942.0,392.0,4.4,37.7399,21.1395,20.0,2020/8/9T6:11:16.6,178.513373497,2020-08-09T06:11:44.935456Z,2020-08-09T06:11:56.269639Z
406,HL,TETR,39.3445,21.274667,942.0,438.0,3.5,37.3485,21.2517,20.0,2020/9/18T22:17:14.2,221.573310875,2020-09-18T22:17:49.370367Z,2020-09-18T22:18:03.438514Z
407,HA,THAL,38.0357,22.6634,196.0,391.0,3.6,37.8818,21.3419,21.0,2020/8/8T8:14:8.5,117.384302201,2020-08-08T08:14:27.132429Z,2020-08-08T08:14:34.585400Z
408,HA,THAL,38.0357,22.6634,196.0,392.0,4.4,37.7399,21.1395,20.0,2020/8/9T6:11:16.6,138.011969085,2020-08-09T06:11:38.506662Z,2020-08-09T06:11:47.269326Z
409,HA,THAL,38.0357,22.6634,196.0,438.0,3.5,37.3485,21.2517,20.0,2020/9/18T22:17:14.2,146.011774147,2020-09-18T22:17:37.376472Z,2020-09-18T22:17:46.647061Z
410,HT,THAS,40.6064,24.7194,67.0,95.0,4.1,37.684,21.3785,20.0,2020/3/9T22:19:31.1,434.29643041,2020-03-09T22:20:40.035941Z,2020-03-09T22:21:07.610318Z
411,HT,THAS,40.6064,24.7194,67.0,120.0,3.6,37.7106,21.5497,58.0,2020/4/6T2:31:24.0,422.32236605,2020-04-06T02:32:31.035296Z,2020-04-06T02:32:57.849415Z
412,HT,THAS,40.6064,24.7194,67.0,391.0,3.6,37.8818,21.3419,21.0,2020/8/8T8:14:8.5,420.064496079,2020-08-08T08:15:15.176904Z,2020-08-08T08:15:41.847666Z
413,HT,THAS,40.6064,24.7194,67.0,392.0,4.4,37.7399,21.1395,20.0,2020/8/9T6:11:16.6,443.737666467,2020-08-09T06:12:27.034550Z,2020-08-09T06:12:55.208370Z
414,HT,THAS,40.6064,24.7194,67.0,438.0,3.5,37.3485,21.2517,20.0,2020/9/18T22:17:14.2,470.128259569,2020-09-18T22:18:28.823533Z,2020-09-18T22:18:58.672947Z
415,HT,THE,40.6319,22.9628,132.0,95.0,4.1,37.684,21.3785,20.0,2020/3/9T22:19:31.1,354.747049663,2020-03-09T22:20:27.409056Z,2020-03-09T22:20:49.932678Z
416,HT,THE,40.6319,22.9628,132.0,120.0,3.6,37.7106,21.5497,58.0,2020/4/6T2:31:24.0,346.533360031,2020-04-06T02:32:19.005295Z,2020-04-06T02:32:41.007413Z
417,HT,THE,40.6319,22.9628,132.0,391.0,3.6,37.8818,21.3419,21.0,2020/8/8T8:14:8.5,335.827158687,2020-08-08T08:15:01.805898Z,2020-08-08T08:15:23.128257Z
418,HT,THE,40.6319,22.9628,132.0,392.0,4.4,37.7399,21.1395,20.0,2020/8/9T6:11:16.6,357.608430412,2020-08-09T06:12:13.363243Z,2020-08-09T06:12:36.068540Z
419,HT,THE,40.6319,22.9628,132.0,438.0,3.5,37.3485,21.2517,20.0,2020/9/18T22:17:14.2,393.477586987,2020-09-18T22:18:16.656760Z,2020-09-18T22:18:41.639464Z
420,HL,THERA,36.366992,25.475263,288.0,95.0,4.1,37.684,21.3785,20.0,2020/3/9T22:19:31.1,392.701015592,2020-03-09T22:20:33.433495Z,2020-03-09T22:20:58.366892Z
421,HL,THERA,36.366992,25.475263,288.0,120.0,3.6,37.7106,21.5497,58.0,2020/4/6T2:31:24.0,379.700889747,2020-04-06T02:32:24.269982Z,2020-04-06T02:32:48.377975Z
422,HL,THERA,36.366992,25.475263,288.0,391.0,3.6,37.8818,21.3419,21.0,2020/8/8T8:14:8.5,403.907794207,2020-08-08T08:15:12.612348Z,2020-08-08T08:15:38.257288Z
423,HL,THERA,36.366992,25.475263,288.0,392.0,4.4,37.7399,21.1395,20.0,2020/8/9T6:11:16.6,414.615198312,2020-08-09T06:12:22.411936Z,2020-08-09T06:12:48.736711Z
424,HL,THERA,36.366992,25.475263,288.0,438.0,3.5,37.3485,21.2517,20.0,2020/9/18T22:17:14.2,392.037927784,2020-09-18T22:18:16.428243Z,2020-09-18T22:18:41.319540Z
425,HL,THL,39.56468,22.0144,86.0,95.0,4.1,37.684,21.3785,20.0,2020/3/9T22:19:31.1,215.988614032,2020-03-09T22:20:05.383907Z,2020-03-09T22:20:19.097470Z
426,HL,THL,39.56468,22.0144,86.0,120.0,3.6,37.7106,21.5497,58.0,2020/4/6T2:31:24.0,209.756963563,2020-04-06T02:31:57.294756Z,2020-04-06T02:32:10.612659Z
427,HL,THL,39.56468,22.0144,86.0,391.0,3.6,37.8818,21.3419,21.0,2020/8/8T8:14:8.5,195.75502327,2020-08-08T08:14:39.572226Z,2020-08-08T08:14:52.001116Z
428,HL,THL,39.56468,22.0144,86.0,392.0,4.4,37.7399,21.1395,20.0,2020/8/9T6:11:16.6,216.407080091,2020-08-09T06:11:50.950330Z,2020-08-09T06:12:04.690462Z
429,HL,THL,39.56468,22.0144,86.0,438.0,3.5,37.3485,21.2517,20.0,2020/9/18T22:17:14.2,254.852738776,2020-09-18T22:17:54.652816Z,2020-09-18T22:18:10.833942Z
430,HT,TSLK,38.8249,20.6554,212.0,95.0,4.1,37.684,21.3785,20.0,2020/3/9T22:19:31.1,141.575136442,2020-03-09T22:19:53.572244Z,2020-03-09T22:20:02.561141Z
431,HT,TSLK,38.8249,20.6554,212.0,120.0,3.6,37.7106,21.5497,58.0,2020/4/6T2:31:24.0,146.367374485,2020-04-06T02:31:47.232917Z,2020-04-06T02:31:56.526083Z
432,HT,TSLK,38.8249,20.6554,212.0,391.0,3.6,37.8818,21.3419,21.0,2020/8/8T8:14:8.5,120.66471857,2020-08-08T08:14:27.653130Z,2020-08-08T08:14:35.314382Z
433,HT,TSLK,38.8249,20.6554,212.0,392.0,4.4,37.7399,21.1395,20.0,2020/8/9T6:11:16.6,127.667559857,2020-08-09T06:11:36.864692Z,2020-08-09T06:11:44.970569Z
434,HT,TSLK,38.8249,20.6554,212.0,438.0,3.5,37.3485,21.2517,20.0,2020/9/18T22:17:14.2,172.02360891,2020-09-18T22:17:41.505335Z,2020-09-18T22:17:52.427469Z
435,HT,TYRN,39.711,22.2325,151.0,391.0,3.6,37.8818,21.3419,21.0,2020/8/8T8:14:8.5,217.299280987,2020-08-08T08:14:42.991949Z,2020-08-08T08:14:56.788729Z
436,HT,TYRN,39.711,22.2325,151.0,392.0,4.4,37.7399,21.1395,20.0,2020/8/9T6:11:16.6,238.558536708,2020-08-09T06:11:54.466434Z,2020-08-09T06:12:09.613008Z
437,HT,TYRN,39.711,22.2325,151.0,438.0,3.5,37.3485,21.2517,20.0,2020/9/18T22:17:14.2,275.840018816,2020-09-18T22:17:57.984130Z,2020-09-18T22:18:15.497782Z
438,HP,UPR,38.2836,21.7864,138.0,391.0,3.6,37.8818,21.3419,21.0,2020/8/8T8:14:8.5,59.2443495858,2020-08-08T08:14:17.903865Z,2020-08-08T08:14:21.665411Z
439,HP,UPR,38.2836,21.7864,138.0,438.0,3.5,37.3485,21.2517,20.0,2020/9/18T22:17:14.2,113.968336495,2020-09-18T22:17:32.290212Z,2020-09-18T22:17:39.526297Z
440,HL,VAM,35.407,24.1997,225.0,95.0,4.1,37.684,21.3785,20.0,2020/3/9T22:19:31.1,357.251773599,2020-03-09T22:20:27.806631Z,2020-03-09T22:20:50.489283Z
441,HL,VAM,35.407,24.1997,225.0,120.0,3.6,37.7106,21.5497,58.0,2020/4/6T2:31:24.0,348.717629038,2020-04-06T02:32:19.352005Z,2020-04-06T02:32:41.492806Z
442,HL,VAM,35.407,24.1997,225.0,391.0,3.6,37.8818,21.3419,21.0,2020/8/8T8:14:8.5,375.099922012,2020-08-08T08:15:08.039670Z,2020-08-08T08:15:31.855538Z
443,HL,VAM,35.407,24.1997,225.0,392.0,4.4,37.7399,21.1395,20.0,2020/8/9T6:11:16.6,376.843517141,2020-08-09T06:12:16.416431Z,2020-08-09T06:12:40.343004Z
444,HL,VAM,35.407,24.1997,225.0,438.0,3.5,37.3485,21.2517,20.0,2020/9/18T22:17:14.2,341.126557523,2020-09-18T22:18:08.347073Z,2020-09-18T22:18:30.005902Z
445,HA,VILL,38.1642,23.3122,650.0,95.0,4.1,37.684,21.3785,20.0,2020/3/9T22:19:31.1,178.17245981,2020-03-09T22:19:59.381343Z,2020-03-09T22:20:10.693880Z
446,HA,VILL,38.1642,23.3122,650.0,120.0,3.6,37.7106,21.5497,58.0,2020/4/6T2:31:24.0,162.909571852,2020-04-06T02:31:49.858662Z,2020-04-06T02:32:00.202127Z
447,HA,VILL,38.1642,23.3122,650.0,391.0,3.6,37.8818,21.3419,21.0,2020/8/8T8:14:8.5,175.816593431,2020-08-08T08:14:36.407396Z,2020-08-08T08:14:47.570354Z
448,HA,VILL,38.1642,23.3122,650.0,392.0,4.4,37.7399,21.1395,20.0,2020/8/9T6:11:16.6,196.675305849,2020-08-09T06:11:47.818303Z,2020-08-09T06:12:00.305624Z
449,HA,VILL,38.1642,23.3122,650.0,438.0,3.5,37.3485,21.2517,20.0,2020/9/18T22:17:14.2,202.889507122,2020-09-18T22:17:46.404684Z,2020-09-18T22:17:59.286557Z
450,HL,VLI,36.71803,22.94686,220.0,95.0,4.1,37.684,21.3785,20.0,2020/3/9T22:19:31.1,175.71942841,2020-03-09T22:19:58.991973Z,2020-03-09T22:20:10.148762Z
451,HL,VLI,36.71803,22.94686,220.0,120.0,3.6,37.7106,21.5497,58.0,2020/4/6T2:31:24.0,165.869559499,2020-04-06T02:31:50.328502Z,2020-04-06T02:32:00.859902Z
452,HL,VLI,36.71803,22.94686,220.0,391.0,3.6,37.8818,21.3419,21.0,2020/8/8T8:14:8.5,192.167066288,2020-08-08T08:14:39.002709Z,2020-08-08T08:14:51.203793Z
453,HL,VLI,36.71803,22.94686,220.0,392.0,4.4,37.7399,21.1395,20.0,2020/8/9T6:11:16.6,196.430099792,2020-08-09T06:11:47.779381Z,2020-08-09T06:12:00.251133Z
454,HL,VLI,36.71803,22.94686,220.0,438.0,3.5,37.3485,21.2517,20.0,2020/9/18T22:17:14.2,166.259070308,2020-09-18T22:17:40.590329Z,2020-09-18T22:17:51.146460Z
455,HL,VLS,38.17683,20.5886,402.0,95.0,4.1,37.684,21.3785,20.0,2020/3/9T22:19:31.1,88.4017318269,2020-03-09T22:19:45.132021Z,2020-03-09T22:19:50.744829Z
456,HL,VLS,38.17683,20.5886,402.0,120.0,3.6,37.7106,21.5497,58.0,2020/4/6T2:31:24.0,99.0704309886,2020-04-06T02:31:39.725465Z,2020-04-06T02:31:46.015651Z
457,HL,VLS,38.17683,20.5886,402.0,391.0,3.6,37.8818,21.3419,21.0,2020/8/8T8:14:8.5,73.8020190751,2020-08-08T08:14:20.214606Z,2020-08-08T08:14:24.900449Z
458,HL,VLS,38.17683,20.5886,402.0,392.0,4.4,37.7399,21.1395,20.0,2020/8/9T6:11:16.6,68.5278850806,2020-08-09T06:11:27.477442Z,2020-08-09T06:11:31.828419Z
459,HL,VLS,38.17683,20.5886,402.0,438.0,3.5,37.3485,21.2517,20.0,2020/9/18T22:17:14.2,108.933602753,2020-09-18T22:17:31.491048Z,2020-09-18T22:17:38.407467Z
460,HP,VLX,37.3703,22.3793,1035.0,95.0,4.1,37.684,21.3785,20.0,2020/3/9T22:19:31.1,95.0741655411,2020-03-09T22:19:46.191137Z,2020-03-09T22:19:52.227592Z
461,HP,VLX,37.3703,22.3793,1035.0,120.0,3.6,37.7106,21.5497,58.0,2020/4/6T2:31:24.0,82.4813727748,2020-04-06T02:31:37.092281Z,2020-04-06T02:31:42.329194Z
462,HP,VLX,37.3703,22.3793,1035.0,391.0,3.6,37.8818,21.3419,21.0,2020/8/8T8:14:8.5,107.751496952,2020-08-08T08:14:25.603412Z,2020-08-08T08:14:32.444777Z
463,HP,VLX,37.3703,22.3793,1035.0,392.0,4.4,37.7399,21.1395,20.0,2020/8/9T6:11:16.6,116.98120268,2020-08-09T06:11:35.168445Z,2020-08-09T06:11:42.595823Z
464,HP,VLX,37.3703,22.3793,1035.0,438.0,3.5,37.3485,21.2517,20.0,2020/9/18T22:17:14.2,99.9294539189,2020-09-18T22:17:30.061818Z,2020-09-18T22:17:36.406545Z
465,HL,VLY,37.8524,23.7942,256.0,95.0,4.1,37.684,21.3785,20.0,2020/3/9T22:19:31.1,213.656177376,2020-03-09T22:20:05.013679Z,2020-03-09T22:20:18.579151Z
466,HL,VLY,37.8524,23.7942,256.0,120.0,3.6,37.7106,21.5497,58.0,2020/4/6T2:31:24.0,198.344228677,2020-04-06T02:31:55.483211Z,2020-04-06T02:32:08.076495Z
467,HL,VLY,37.8524,23.7942,256.0,391.0,3.6,37.8818,21.3419,21.0,2020/8/8T8:14:8.5,215.798312365,2020-08-08T08:14:42.753700Z,2020-08-08T08:14:56.455181Z
468,HL,VLY,37.8524,23.7942,256.0,392.0,4.4,37.7399,21.1395,20.0,2020/8/9T6:11:16.6,234.138187978,2020-08-09T06:11:53.764792Z,2020-08-09T06:12:08.630708Z
469,HL,VLY,37.8524,23.7942,256.0,438.0,3.5,37.3485,21.2517,20.0,2020/9/18T22:17:14.2,231.372574122,2020-09-18T22:17:50.925805Z,2020-09-18T22:18:05.616128Z
470,HP,VVK,38.4222,21.8115,651.0,95.0,4.1,37.684,21.3785,20.0,2020/3/9T22:19:31.1,90.3249041654,2020-03-09T22:19:45.437286Z,2020-03-09T22:19:51.172201Z
471,HP,VVK,38.4222,21.8115,651.0,120.0,3.6,37.7106,21.5497,58.0,2020/4/6T2:31:24.0,82.2621700348,2020-04-06T02:31:37.057487Z,2020-04-06T02:31:42.280482Z
472,HP,VVK,38.4222,21.8115,651.0,391.0,3.6,37.8818,21.3419,21.0,2020/8/8T8:14:8.5,72.7510398587,2020-08-08T08:14:20.047784Z,2020-08-08T08:14:24.666898Z
473,HP,VVK,38.4222,21.8115,651.0,392.0,4.4,37.7399,21.1395,20.0,2020/8/9T6:11:16.6,95.9793771665,2020-08-09T06:11:31.834822Z,2020-08-09T06:11:37.928750Z
474,HP,VVK,38.4222,21.8115,651.0,438.0,3.5,37.3485,21.2517,20.0,2020/9/18T22:17:14.2,128.9492289,2020-09-18T22:17:34.668132Z,2020-09-18T22:17:42.855384Z
475,HT,XOR,39.36598,23.19178,541.0,391.0,3.6,37.8818,21.3419,21.0,2020/8/8T8:14:8.5,230.414680828,2020-08-08T08:14:45.073759Z,2020-08-08T08:14:59.703262Z
476,HT,XOR,39.36598,23.19178,541.0,392.0,4.4,37.7399,21.1395,20.0,2020/8/9T6:11:16.6,254.123275991,2020-08-09T06:11:56.937028Z,2020-08-09T06:12:13.071839Z
477,HL,ZKR,35.1147,26.21691,254.0,95.0,4.1,37.684,21.3785,20.0,2020/3/9T22:19:31.1,519.184674211,2020-03-09T22:20:53.510266Z,2020-03-09T22:21:26.474372Z
478,HL,ZKR,35.1147,26.21691,254.0,120.0,3.6,37.7106,21.5497,58.0,2020/4/6T2:31:24.0,508.034155596,2020-04-06T02:32:44.640342Z,2020-04-06T02:33:16.896479Z
479,HL,ZKR,35.1147,26.21691,254.0,391.0,3.6,37.8818,21.3419,21.0,2020/8/8T8:14:8.5,533.772500591,2020-08-08T08:15:33.225794Z,2020-08-08T08:16:07.116111Z
480,HL,ZKR,35.1147,26.21691,254.0,392.0,4.4,37.7399,21.1395,20.0,2020/8/9T6:11:16.6,540.398690185,2020-08-09T06:12:42.377570Z,2020-08-09T06:13:16.688598Z
481,HL,ZKR,35.1147,26.21691,254.0,438.0,3.5,37.3485,21.2517,20.0,2020/9/18T22:17:14.2,510.465777084,2020-09-18T22:18:35.226314Z,2020-09-18T22:19:07.636839Z
